egrt,surname,first_name,id,simon_id,first_name_alt,surname_alt,date_of_birth,date_of_death,active_beginning,active_ending,guild,occupation_rank_1,occupation_rank_2,occupation_rank_3,occupation_rank_4,books_owned_by,made_instruments_for,made_instruments_designed_by,owned_instruments_by,supplied_instruments_to,used_instruments_by,published_books_by,edited_work_by,wrote_treatise_on_instrument_by,sold_books_by,sold_map_by,published_map_by,translated_books_by,worked_with,partnership_with,studied_with,friend_of,associated_with,visited,see_also,designed_instruments_for,sold_instruments_by,demonstrated_instruments_to,observed_experiment_by,conducted_experiment_with,tested_instruments_by,improved_instruments_designed_by,modified_instrument_by,copied_instrument_by,advertised_by,succeeded_by,son_of,brother_of,nephew_of,apprentice_of,pupil_of,patron_of,relation_of,son_in_law_of,shared_premises_with,lodged_with,referenced_by,recommended_by,disputed_with,rival_of,employed_by,pract_identity,group_id
106.0,Gunter,Edmund,707C654A,,,,1581,1626,,,,Teacher,Astronomer,Author,,,,,,,,,,,,,,,,,,,,,,,,15A821CA,,,,,,,,08C47AD0,,,,,,,,,,,6D8C5EFE; 3A2E7036,,,,,Gunter Edmund 707C654A 1581 1626,0
107.0,Johnson,John,16B1344A,,,,1602,1657,,,,Surveyor,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19DE965E; 5A46BCD7; E5FFD65F,,,,Johnson John 16B1344A 1602 1657,0
108.0,Bainbridge,John,50624E75,,,,1582,1643,,,,Astronomer,Teacher,,,,,,,,,,,,,,,,,,,,363253E9; 0BE283D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bainbridge John 50624E75 1582 1643,0
109.0,Johnson,Thomas,8D136BDA,,,,,,1603,1608,,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson Thomas 8D136BDA nan nan,0
110.0,Smith,Robert,7502B758,,,,,,1604,,,Mathematical Practitioner,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,BD8F30FC,,,,,,,,,,,,,,,,,,,,,,6E152681,,,,,Smith Robert 7502B758 nan nan,11
111.0,Bretnor,Thomas,33379739,,,,,,1605,1619,,Teacher,Astrology,Mathematician,,,,,,,,,,,,,,,,,,959C4301; E39AF204; 19DE965E; 707C654A; BE2FF28E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bretnor Thomas 33379739 nan nan,0
112.0,Allen,Elias,E39AF204,17,,,,,1606,1654,,Mathematical Instrument maker,,,,,,15A821CA; B215AE56; BE2FF28E,,,,,,,,,,,959C4301,,,,C8FFB168; 33379739; A2DD08BC; 5E88F0A5; 3A2E7036; 707C654A; 2A054809; BE2FF28E; F876794F; 15A821CA; E5FFD65F; 19DE965E; B215AE56; 440C0FFD,,,,,,,,,,,,,,,,,,,,,,,,19DE965E; A2DD08BC; 3A2E7036; E5FFD65F,E5FFD65F,,,5E88F0A5,Allen Elias E39AF204 nan nan,0
113.0,Pond,Edward,8F5E7CD2,5553,,,,,1606,1613,,Teacher,Mathematician,,,,,,E9F785B0,,,,,,,,,,,,,E9F785B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pond Edward 8F5E7CD2 nan nan,0
114.0,Wells,John,3244B04C,,,,,,1606,1635,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,0BE283D4; 707C654A; 08C47AD0,,,,,,,,,,,,,,,,,,,,,,,,,08C47AD0,,,,,Wells John 3244B04C nan nan,0
115.0,Tindall,Robert,F06127C7,,,,,,1607,1609,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tindall Robert F06127C7 nan nan,0
116.0,Atwell,George,C8FFB168,,,,1588,1659,,,,Surveyor,Author,Teacher,,,,,,,,,,,,,,,,,,E39AF204; 959C4301; 4C2EB09C; 14A60FA0; 8352B776; D226C5D0,BF2AA502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Atwell George C8FFB168 1588 1659,0
117.0,Folkingham,William,2E5AD194,,,,,,1609,1610,,Surveyor,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Folkingham William 2E5AD194 nan nan,13
118.0,Hopton,Arthur,BE2FF28E,,,,1588,1614,,,,Surveyor,Mathematical practitioner,,,,,,,,,,,,,,,,,,,33379739; 623A13C1; EB857C4B,,,,,,,,,,,,,,,,,,,,,,,,,13B4485E,,,,,Hopton Arthur BE2FF28E 1588 1614,0
119.0,Senior,William,DB55A443,,,,,,1609,1641,,Teacher,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senior William DB55A443 nan nan,0
120.0,Tooke,Christopher,97E827A4,463,,,,,1609,,,Mechanic,Astronomer,Mathematical Practitioner,,,,09E8D01D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09E8D01D,Tooke Christopher 97E827A4 nan nan,0
121.0,Thompson,John,959C4301,91,,Tompson,,,1609,1648,,Mathematical Instrument maker,,,,,,B215AE56,,,,,,,,,,,623A13C1 [probably]; E9F785B0 [probably],,,,E39AF204; BE2FF28E; C8FFB168; A2DD08BC; 33379739; B215AE56; 3A2E7036,,,,,,,,,,,,,3D00AE83; E5EB47C0,,,,,,,,,,,19DE965E; A2DD08BC; 3A2E7036; E5FFD65F,E5FFD65F,,,,Thompson John 959C4301 nan nan,0
122.0,Delamain,Richard,5E88F0A5,,,,,,1610,1645,,Teacher,,,,,,,,,,,,,,,,,,,,15A821CA; 466F790E,959C4301,,,,,,,,,,,,,,,,,,15A821CA,,,,,,,,78E82499,,,Delamain Richard 5E88F0A5 nan nan,0
123.0,Norwood,Richard,AFF7406D,,,,1590,1675,,,,Teacher,Author,Surveyor,,,,,,,,,,,,,,,,,,EAC9C746,,,,,,,,,,,,,,,,,,,,,,,,,C10627C5,,,,,Norwood Richard AFF7406D 1590 1675,0
124.0,Cavendish,Charles,4E131C09,,,,1591,1652,,,,Mathematician,,,,,,,,,,,,,,,,,,,,15A821CA; D3CFF6B9; 6D8C5EFE,09E8D01D; 77FB7497; 30927975,,,,,,,,,,,,,,,,,,,7E18E83F; 6D8C5EFE,,,,,EB857C4B,,,,,Cavendish Charles 4E131C09 1591 1652,0
125.0,Daniell,John,355BC18A,,,,,,1612,1642,,Mapper,,,,,,,,,,,,,,,,,,,,,,,8040A002,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniell John 355BC18A nan nan,14
126.0,Handson,Ralph,17FCC56A,,Raphe,,,,1612,1630,,Teacher,Translator,,,,,,,,,,,,,,,,,,,0BE283D4; 19DE965E,,,,,,,,,,,,,,,,,,,0BE283D4,,,,,,,,,,,Handson Ralph 17FCC56A nan nan,0
127.0,Browne,Daniel,A2DD08BC,5554,,,,,1614,1634,,Teacher,Surveyor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466F790E [possibly],,,,,,,,,Browne Daniel A2DD08BC nan nan,0
128.0,Gilden,George,3A2E7036,,,,,,1614,1631,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,707C654A; 959C4301; E39AF204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gilden George 3A2E7036 nan nan,0
129.0,Marr,John,EBB936B8,468,,Mair,,,1614,1647,,Mathematical Practitioner,Mathematician,,,,,,,,,,,,,,,,E39AF204; 08C47AD0,,,0BE283D4,6D8C5EFE,,,,,,,,,,,,,7E0DD0BA,,,,,,,,,,,,,,,,Marr John EBB936B8 nan nan,15
130.0,Burgis,Robert,F44DD406,,,Bruges,,,1615,1618,,Surveyor,,,,,,,,,,,,,,,,,,,,,19DE965E,,,,,,,,,,,,,,,,,,,,,,,19DE965E,,,,,,Burgis Robert F44DD406 nan nan,0
131.0,Keane,John,1AD4CB6F,,,,,,1615,,,Teacher,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keane John 1AD4CB6F nan nan,0
132.0,Potter,Francis,1FC482D9,,,,1594,1678,,,,Mathematical Instrument maker,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potter Francis 1FC482D9 1594 1678,0
133.0,Hall,Francis,D3492F8C,,,Line,1595,1675,,,,Teacher,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hall Francis D3492F8C 1595 1675,0
134.0,n/a,n/a,CDA063A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a n/a CDA063A1 nan nan,16
135.0,Pratt,William,3CB11061,,,,,,1616,1624,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,33379739; 16B1344A; 19DE965E,,,,,,,,,,,,,,,,,,19DE965E [possibly],,,,,,,,,,,Pratt William 3CB11061 nan nan,0
136.0,Holland,Richard,8D6D68F4,,,,1596,1677,,,,Teacher,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F30CDEC7,,,,,,,,,,,,,,,,Holland Richard 8D6D68F4 1596 1677,0
137.0,Wingate,Edmund,4C2EB09C,,,,1596,1656,,,,Teacher,Surveyor,Author,,,,,,,,,C5F12060,,,,,,,,,C5F12060; C8FFB168; D226C5D0,,,,,,,,,,,,,,,,,,,,,,,,,,E5FFD65F,,,,Wingate Edmund 4C2EB09C 1596 1656,0
138.0,Gellibrand,Henry,08C47AD0,,,,1597,1636,,,,Astronomer,Surveyor,,,,,,,,,,,,,,,,,,,0BE283D4; 3244B04C; EBB936B8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gellibrand Henry 08C47AD0 1597 1636,0
139.0,Foster,Samuel,C5F12060,,,,,1652,1619,1652,,Astronomer,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,A359F057; D3CFF6B9; 4C2EB09C; D226C5D0,1F967A6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foster Samuel C5F12060 nan 1652,0
140.0,Sterne,Thomas,D784B9A6,93,,,,,1619,1631,,Globe-maker,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,BF2AA502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sterne Thomas D784B9A6 nan nan,0
141.0,Gorse,Nathaniel,F22DB4AA,94,,Gosse,,,1620,1631,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,A2DD08BC,,,,,,,,,,,,,,,,,,,,,,,,A2DD08BC,,,,,Gorse Nathaniel F22DB4AA nan nan,0
142.0,Marlow,Michael,196E76E2,113,,,,,1620,1695,,Mathematical instrument maker,,,,,,,,,,,,,58D69031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marlow Michael 196E76E2 nan nan,0
143.0,Milburne,William,22CA46F6,,,,,,1620,1643,,Mathematical instrument maker,,,,,,,,,,,,,,,,,9E3995A6; F876794F,,,,,,,,,,,,,,,,,,,,,,,,,,,,D226C5D0,,,,,Milburne William 22CA46F6 nan nan,0
144.0,Bond,Henry,77FB7497,,,,1600,1678,,,,Teacher,Mathematical Practitioner,Mathematician,,,,,,,,"B84AE67B, 85675A6F; 5EB6615E",BF2AA502,,,,,,"B84AE67B, 85675A6F",,,,,,5EB6615E,,,,,,,,,,,70ACDB68,,,,,,,,,,,4E131C09,,,,,Bond Henry 77FB7497 1600 1678,0
145.0,Staynred,Philip,5EDC16A2,1010,,Standridge,,,1621,1669,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,F09C1579,,,,,,,,,,,,,,,,,,,,,,,,F09C1579,,,,,Staynred Philip 5EDC16A2 nan nan,0
146.0,Norris,Richard,9B13DF59,,,,,,1622,1686,,Teacher,Navigator,,,,,,,,,,,,,,,,,,,,A5721925; C49CB32A; B1DFB24F,,,,,,C49CB32A,,,,,,,,,,,,,,,,,,,,,,,Norris Richard 9B13DF59 nan nan,0
147.0,Greaves,John,521BD27D,,,,1602,1652,,,,Navigator,,,,,,,,,,,,,,,,,,,,0BE283D4; 50624E75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greaves John 521BD27D 1602 1652,0
148.0,Aspley,John,0578E9A9,,,,,,1624,,,Mathematical Practitioner,Author,Astronomer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aspley John 0578E9A9 nan nan,0
149.0,Partridge,Seth,E5FFD65F,,,,1603,1686,,,,Surveyor,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,,,61A05D58,,,,,,,,,,,,,,,,,,,,,,,,,,,Partridge Seth E5FFD65F 1603 1686,0
150.0,B.,E.,F8CEB9BF,,,,,,1625,,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B. E. F8CEB9BF nan nan,0
151.0,Osborne,George,D9111655,,,,,,1625,1628,,Teacher,Navigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Osborne George D9111655 nan nan,0
152.0,Bate,John,EB3B4BFF,,,Bates,,,1626,,,Mathematical instrument maker,Author (?),,,,,,,,,,,,,,,,,,,74E127C9 [possibly],,,,,,,,,,,,,,,,,,,,,,,,,FD115CE0,,,,,Bate John EB3B4BFF nan nan,0
153.0,Kaltoff,Caspar,0991F826,,,,,,1626,1664,,Mechanic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kaltoff Caspar 0991F826 nan nan,0
154.0,Brown,Thomas,466F790E,97,,Browne,,,1627,1653,,Mathematical instrument maker,,,,,,22CA46F6,,,,,,,,,,,,,,,A552114F,,77FB7497,,,,,,,,,,A2DD08BC; E5FFD65F,,,,,,,,,,,,A2DD08BC; E5FFD65F; 5E88F0A5; 9F4A0E80; 15A821CA; D226C5D0; D83543CE; 2C81056A,E5FFD65F,,,,Brown Thomas 466F790E nan nan,0
155.0,Chamberlaine,Joseph,13B4485E,,,,,,1627,1628,,Mathematical Practitioner,Almanack maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chamberlaine Joseph 13B4485E nan nan,0
156.0,Noble,Nathan,B8DF8BF4,467,,,,,1627,,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2DD08BC,,,,,Noble Nathan B8DF8BF4 nan nan,0
157.0,Saltonstall,Charles,ACED1790,,,,,,1627,1665,,Teacher,Navigator,,,,,,,,,,,,,,,,,,,FD115CE0,,,,,,,,,,,,,,,,,,,,FD115CE0,,,,,503534C7,,,,,Saltonstall Charles ACED1790 nan nan,0
158.0,Woode,John,DCA6EC9F,98,,,,,1627,,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Woode John DCA6EC9F nan nan,17
159.0,Fairly,Robert,18117175,,,,,,1628,,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fairly Robert 18117175 nan nan,0
160.0,Hollar,Wenceslaus,B5AA83D3,,,,1607,1677,,,,Surveyor,Author,,,,,,,,,,,,,,,,2070758A; 559ACE92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hollar Wenceslaus B5AA83D3 1607 1677,0
161.0,King,Gregory Snr.,0C457567,,,,,,1628,1682,,Surveyor,Diallist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,King Gregory Snr. 0C457567 nan nan,0
162.0,Twysden,John,D3CFF6B9,,,,,,1607,1688,,Author,Mathematical practitioner,Astronomer,,,,,,,,,,,,,,,9F4A0E80,,,A359F057; C5F12060;,E39AF204; 15A821CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twysden John D3CFF6B9 nan nan,0
163.0,Bleyghton,John,A552114F,99,,"Blaton, Bladon",,,1630,1634,,Mathematical instrument maker,,,,,,466F790E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2DD08BC,A2DD08BC,,,,Bleyghton John A552114F nan nan,0
164.0,Forster,William,78E82499,,,,,,1630,1674,,Mathematical Practitioner,,,,,,,,,,15A821CA,,,,,,,,,,15A821CA; D226C5D0,,,,,,,,,,,,,,,,,,,15A821CA,,,,,,,,,,15A821CA,Forster William 78E82499 nan nan,0
165.0,Wybard,John,440C0FFD,,,,,,1630,1674,,Mathematical Practitioner,,,,,,,,,,,,,,,,,8750B48F; D8D6AC6F,,,,,,14A60FA0,,,,,,,,,,D226C5D0,,,,,,,,,,,,,,,,,Wybard John 440C0FFD nan nan,18
166.0,Burley,Richard,70ACDB68,,,,,,1631,1661,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burley Richard 70ACDB68 nan nan,0
167.0,Melbourne,Richard,E85DD30E,100,,,,,1631,,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melbourne Richard E85DD30E nan nan,0
168.0,Palmer,John,A359F057,5585 [?],,,,,1631,1672,,Astronomer,,,,,CB9CD004,,,,,,E9F785B0,,,,,,,,,C5F12060; D3CFF6B9,3D00AE83,,,,,,,,,,,,,,,,,,C5F12060; D3CFF6B9,,,,,,,,,,,Palmer John A359F057 nan nan,0
169.0,Wakely,Andrew,B72F5F25,103,,Wakerly,,,1631,1665,,Mathematical instrument maker,Author,,,,,,,,,,,,,,,,,,,,,,05885B4B,,,,,,,,,,,CAE896FF,,,,,,,,,,,,,,,,Wakely Andrew B72F5F25 nan nan,0
170.0,Wilsford,Thomas,A2DED95E,,,Willsford,1610,,1660,,,Teacher,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilsford Thomas A2DED95E 1610 nan,0
171.0,Allen,John,FD915BAA,106,,,,,1632,1637,,Instrument Maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E39AF204 [possibly],,,,5E88F0A5,,,,5E88F0A5,Allen John FD915BAA nan nan,0
172.0,Daniell,W,7D741E6A,480,,,,,1632,1670,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniell W 7D741E6A nan nan,0
173.0,Pell,John,6D8C5EFE,,,,,,1611,1685,,Author,,,,,,,,,,,,,,,,,,,,4C2EB09C; 08C47AD0; EBB936B8; 4E131C09,,,77FB7497,,,,,,,,,,,,,,,,,,,,,,0BE283D4: 7E18E83F,,,,,Pell John 6D8C5EFE nan nan,0
174.0,S.,R.,BD8F30FC,,(Robert?),(Smith?),,,1632,1634,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,7502B758,,,,,,,,,,,,,,,,,,,,,,,,,,,S. R. BD8F30FC nan nan,0
175.0,Bassett,John,5EB6615E,,,,,,1633,,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387CA997 [possibly],Bassett John 5EB6615E nan nan,0
176.0,Gascoigne,William,30927975,,,,1612,1644,,,,Mathematician,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,15A821CA; 4E131C09,,,,,,,,,,,,,,,,,,,,,,,,F876794F,,,,,Gascoigne William 30927975 1612 1644,0
177.0,Dary,Michael,16C51BFA,,,,1613,1679,,,,Mathematical Practitioner,Teacher,,,,,,,,,,,,,,,,,,,6D215B3E; A5721925,,,,,,,,,,,,,,,,,,,,,D8D6AC6F,77FB7497,,,2A054809; F876794F,,,,,Dary Michael 16C51BFA 1613 1679,0
178.0,Highmore,Nathaniel,4F2BF28E,,,Heighmore,1613,1685,,,,Philosopher,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF0D3115,,,,,Highmore Nathaniel 4F2BF28E 1613 1685,0
179.0,Liddel,Duncan,E045341F,,,,,1637,1634,1637,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0D7BF206,,,,,,,,,,,,,,,,Liddel Duncan E045341F nan 1637,0
180.0,Babington,John,74E127C9,,,,,,1635,,,Author,,,,,,,,,,,,,,,,,,,,EB3B4BFF [possibly],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Babington John 74E127C9 nan nan,0
181.0,Wilkins,John,1F967A6B,,,,1614,1672,,,,Royal Society Founder,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,C5F12060,,,,,,,,,,,,,,,,,,,,,,,,8352B776,,,,,Wilkins John 1F967A6B 1614 1672,0
182.0,Hartwell,Robert,EAB99861,,,,,,1636,,,Teacher,,,,,,,,,,,56D20427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hartwell Robert EAB99861 nan nan,0
183.0,Hill,Thomas,16B9A14A,108,,,,,1635,1636,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E39AF204,,,Hill Thomas 16B9A14A nan nan,2
184.0,Sutton,Baptist,8750B48F,109,,,,,1636,1653,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,440C0FFD,,,,,,,,,,,,,,,,,,,,,E7468A32 [probably]; 758DACE0,,,,,,,,,Sutton Baptist 8750B48F nan nan,0
185.0,Kersey,John,CC5FC39F,,,,1616,1677,,,,Surveyor,Teacher,,,,,,,,,,,,,,,,,,,4C2EB09C,6D215B3E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kersey John CC5FC39F 1616 1677,0
186.0,Oliver,John,631B4C6D,,,,1616,1701,,,,Surveyor,Glass-stainer,,,,,,,,,,,,,,,,,,,,2A054809,,,,,,,,,,,,,,,,,,,,,,,,,,,,E4CE98D5,Oliver John 631B4C6D 1616 1701,0
187.0,Scarburgh,Charles,999F6511,,,,1616,1694,,,,Physician,Teacher,,,,,,,,,,,,,,,,,,,,34241F0F; F876794F,15A821CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scarburgh Charles 999F6511 1616 1694,0
188.0,Sutton,Henry,E7468A32,110,,,,1665,1637,1665,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,C49CB32A; EAC9C746,,,,,,,,,,,,,E62F6379,,,,,,,8750B48F,,,,6D215B3E,,,,,Sutton Henry E7468A32 nan 1665,0
189.0,Yarranton,Andrew,AA9F8312,,,,1616,1684,,,,Mathematical Practitioner,Economist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yarranton Andrew AA9F8312 1616 1684,0
190.0,Tompson,Anthony,3D00AE83,111,,Thompson,,1665,1638,1665,,Mathematical instrument maker,,,,,C5F12060,7B441220;,,,,,,,C675DA52,,,,,,,A359F057; 6D215B3E,6D8C5EFE; EB485A78,,,,,,,,,,,,,55CE0C92,959C4301,,,,,,,,,,E5FFD65F; A359F057,E5FFD65F,,,C5F12060; 2A054809; 34241F0F; D226C5D0,Tompson Anthony 3D00AE83 nan 1665,0
191.0,Wharton,George,9E3995A6,,,,1617,1681,,,,Astrologer,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,EE2D6553; 2A054809; F876794F,,,,,,,,,,,,,,,,,,22CA46F6,16C51BFA,,,,,,,,,,Wharton George 9E3995A6 1617 1681,0
192.0,Nye,Nathaniel,58A3D716,,,,1624,,1640,1670,,Astronomer,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,C5F12060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nye Nathaniel 58A3D716 1624 nan,0
193.0,De Gomme,Bernard,85DA8ADE,,,,,,1644,1669,,Engineer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,De Gomme Bernard 85DA8ADE nan nan,0
194.0,Marr,William,7E0DD0BA,112,,,,,1640,1684,,Mathematical instrument maker,surveyor,,,,,,,,,,,,,,,,,,,,2A054809; 9DD2A6EE,,,,,,,,,,,,,,,,,,,,EBB936B8,,,,,,,,,Marr William 7E0DD0BA nan nan,0
195.0,Mercator,Nicholas,03695484,,,,,,1640,1687,,Teacher,Mathematical practitioner,,,,,,,,,,,,,,,,,,,6D8C5EFE,,,,,,,,,,,,,,,,,,,,,,,,,,2A054809,,,,Mercator Nicholas 03695484 nan nan,0
196.0,Rice,Thomas,980DD584,,,,,,1640,1660,,Mathematical Practitioner,Diallist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C5F12060,,,,,,6D215B3E,,,,,Rice Thomas 980DD584 nan nan,0
197.0,Wing,Vincent,14A60FA0,,,,1619,1668,,,,Surveyor,Astrologer,Mathematical Practitioner,,,,,,,,C8FFB168,,,,,,,D226C5D0,,,D226C5D0; 999F6511; 6D8C5EFE; 4C2EB09C; 440C0FFD; C8FFB168; 6D215B3E; 42AB8E54; A5721925,51866F7F,,,,,,,,,,,,,E9CC1C68,,,,,,,,,,,EAC9C746; 05885B4B,,,,,Wing Vincent 14A60FA0 1619 1668,19
198.0,Morgan,Sylvanus,42AB8E54,,,,1620,1693,,,,Surveyor,,,,,,,,,,,,,,,,,,,,14A60FA0; D226C5D0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morgan Sylvanus 42AB8E54 1620 1693,0
199.0,Reeves,Richard,EB485A78,150,,,,,1641,1679,,Mathematical instrument maker,,,,,9BD25FEB,,,,,,,,,,,,F3E2C1D1,,,EAC9C746,2A054809,,,,,,,,91E2BA2F,,,,,,,,,,,,,,,,E3F73EF5,,,,6D8C5EFE; 9BD25FEB,Reeves Richard EB485A78 nan nan,0
200.0,Bissaker,Robert,61A05D58,56,,,,,1642,1654,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77FB7497,,,,,Bissaker Robert 61A05D58 nan nan,20
201.0,Flower,Thomas,947E08E8,119,,,,,1642,,,Mathematical instrument maker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAD7381D,,,,,,,,,,,77FB7497,,,,,Flower Thomas 947E08E8 nan nan,7
202.0,Strode,Thomas,5CCBBFA7,,,,,,1642,1697,,Dialist,Teacher,Author,,,,,,,,,,,,,,,,,,9BD25FEB,6D215B3E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strode Thomas 5CCBBFA7 nan nan,0
203.0,Allestree,Richard,369E17F6,,,,,,1643,1651,,Author,Mathematical practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allestree Richard 369E17F6 nan nan,0
204.0,Button,Ralph,2694BF4E,,,,,1680,1643,1680,,Teacher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Button Ralph 2694BF4E nan 1680,0
205.0,Newton,John,96E2C387,,,,1622,1678,,,,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Newton John 96E2C387 1622 1678,0
206.0,Streete,Thomas,EAC9C746,,,,1621,1689,,,,Mathematical Practitioner,Astrologer,Surveyor,,,,,,,,,,,,,,,,,,C49CB32A; EB485A78; 8352B776;AFF7406D,97587E93,8352B776,,,,,,,,,,,,,,,,,,,,,,,3E88C3B5; 05885B4B; D83543CE,,,,,Streete Thomas EAC9C746 1621 1689,0
207.0,Wilkinson,Thomas,F9D04922,,,,,,1643,,,Mathematical Practitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wilkinson Thomas F9D04922 nan nan,0
